time,open,high,low,close,volume
2026-02-02 10:10:00,4713.946,4731.193,4712.211,4730.288,3882
2026-02-02 10:15:00,4730.226,4731.175,4712.421,4713.099,3528
2026-02-02 10:20:00,4713.124,4718.65,4685.399,4691.604,5925
2026-02-02 10:25:00,4691.675,4691.81,4670.606,4682.727,4769
2026-02-02 10:30:00,4682.782,4692.706,4675.271,4685.212,3690
2026-02-02 10:35:00,4685.187,4687.388,4661.569,4686.285,3838
2026-02-02 10:40:00,4686.315,4698.418,4672.308,4673.802,3707
2026-02-02 10:45:00,4673.767,4677.118,4657.262,4674.61,4110
2026-02-02 10:50:00,4674.605,4697.836,4668.924,4694.462,3452
2026-02-02 10:55:00,4694.821,4712.14,4694.35,4705.788,3688
2026-02-02 11:00:00,4705.763,4720.027,4703.605,4714.452,3467
2026-02-02 11:05:00,4714.358,4725.442,4710.813,4723.782,3903
2026-02-02 11:10:00,4723.82,4749.739,4718.079,4749.141,2762
2026-02-02 11:15:00,4749.172,4756.541,4740.534,4753.924,4368
2026-02-02 11:20:00,4753.878,4760.26,4744.507,4757.914,4695
2026-02-02 11:25:00,4757.985,4760.405,4740.203,4753.287,4354
2026-02-02 11:30:00,4753.373,4764.022,4747.729,4751.669,3884
2026-02-02 11:35:00,4751.793,4774.535,4751.295,4773.798,3960
2026-02-02 11:40:00,4773.913,4779.034,4769.764,4772.829,3288
2026-02-02 11:45:00,4773.162,4779.694,4771.364,4776.448,2493
2026-02-02 11:50:00,4776.51,4777.991,4757.202,4761.786,3583
2026-02-02 11:55:00,4761.878,4774.023,4759.334,4765.839,3839
2026-02-02 12:00:00,4765.79,4776.861,4750.536,4755.582,6364
2026-02-02 12:05:00,4755.612,4764.837,4743.117,4763.02,3878
2026-02-02 12:10:00,4762.939,4775.915,4756.017,4763.043,4293
2026-02-02 12:15:00,4763.005,4778.645,4759.853,4777.198,3255
2026-02-02 12:20:00,4777.145,4790.393,4769.776,4782.376,3039
2026-02-02 12:25:00,4782.411,4784.97,4774.911,4777.838,2131
2026-02-02 12:30:00,4777.94,4788.541,4772.091,4779.143,3248
2026-02-02 12:35:00,4779.121,4782.688,4770.283,4780.551,2944
2026-02-02 12:40:00,4780.551,4797.56,4778.038,4797.323,2474
2026-02-02 12:45:00,4797.455,4812.462,4784.858,4788.9,4986
2026-02-02 12:50:00,4789.01,4794.809,4775.628,4785.075,3890
2026-02-02 12:55:00,4785.018,4795.468,4773.479,4794.221,3782
2026-02-02 13:00:00,4794.157,4795.475,4720.669,4747.931,10477
2026-02-02 13:05:00,4748.038,4788.135,4735.364,4785.68,6876
2026-02-02 13:10:00,4785.414,4803.885,4776.102,4783.007,7532
2026-02-02 13:15:00,4783.098,4794.333,4748.361,4751.298,7430
2026-02-02 13:20:00,4751.331,4760.954,4732.115,4738.714,7694
2026-02-02 13:25:00,4738.83,4753.431,4728.311,4739.577,6780
2026-02-02 13:30:00,4739.451,4742.303,4699.394,4710.45,7822
2026-02-02 13:35:00,4710.424,4715.344,4682.633,4690.38,7650
2026-02-02 13:40:00,4690.254,4694.377,4669.435,4685.938,7662
2026-02-02 13:45:00,4685.917,4708.24,4683.995,4698.398,6398
2026-02-02 13:50:00,4698.474,4722.497,4693.729,4718.858,5653
2026-02-02 13:55:00,4718.805,4718.873,4700.065,4706.174,4680
2026-02-02 14:00:00,4706.269,4728.581,4699.71,4704.767,5669
2026-02-02 14:05:00,4704.73,4728.784,4704.73,4715.026,4864
2026-02-02 14:10:00,4715.051,4738.869,4707.958,4726.49,5220
2026-02-02 14:15:00,4726.433,4729.98,4694.641,4695.777,4463
2026-02-02 14:20:00,4695.817,4702.245,4680.093,4701.461,5471
2026-02-02 14:25:00,4701.329,4729.609,4692.158,4721.433,4221
2026-02-02 14:30:00,4721.508,4763.32,4709.52,4759.824,9305
2026-02-02 14:35:00,4759.976,4792.696,4750.098,4779.268,7995
2026-02-02 14:40:00,4779.114,4794.395,4751.846,4754.05,8818
2026-02-02 14:45:00,4753.982,4762.467,4727.293,4731.461,8917
2026-02-02 14:50:00,4731.323,4748.044,4717.884,4718.677,8747
2026-02-02 14:55:00,4718.716,4731.117,4700.191,4719.174,8999
2026-02-02 15:00:00,4719.54,4735.632,4690.369,4731.472,5837
2026-02-02 15:05:00,4731.574,4745.564,4709.75,4732.71,7595
2026-02-02 15:10:00,4732.577,4733.205,4694.799,4711.576,8549
2026-02-02 15:15:00,4711.523,4727.286,4698.949,4709.118,8271
2026-02-02 15:20:00,4709.09,4711.514,4685.653,4697.824,8176
2026-02-02 15:25:00,4697.787,4716.133,4673.503,4681.053,8532
2026-02-02 15:30:00,4681.116,4686.651,4648.386,4684.134,9864
2026-02-02 15:35:00,4684.176,4704.217,4674.918,4703.33,7957
2026-02-02 15:40:00,4703.419,4704.857,4667.583,4675.904,7478
2026-02-02 15:45:00,4675.702,4677.901,4649.725,4661.484,8176
2026-02-02 15:50:00,4661.439,4663.436,4628.561,4642.569,7407
2026-02-02 15:55:00,4642.615,4644.702,4617.085,4620.212,6554
2026-02-02 16:00:00,4620.301,4646.319,4596.492,4644.671,7263
2026-02-02 16:05:00,4644.761,4680.712,4639.776,4676.5,6380
2026-02-02 16:10:00,4676.653,4704.41,4667.857,4697.355,6933
2026-02-02 16:15:00,4697.279,4701.529,4673.143,4685.811,6097
2026-02-02 16:20:00,4685.656,4708.737,4683.08,4696.726,5781
2026-02-02 16:25:00,4696.83,4697.467,4662.634,4671.661,6196
2026-02-02 16:30:00,4671.805,4680.985,4645.211,4657.624,5897
2026-02-02 16:35:00,4657.699,4678.726,4656.117,4678.429,5626
2026-02-02 16:40:00,4678.353,4688.934,4669.415,4669.422,4937
2026-02-02 16:45:00,4669.304,4670.68,4651.897,4657.148,4509
2026-02-02 16:50:00,4657.238,4668.351,4649.635,4665.986,3939
2026-02-02 16:55:00,4666.004,4676.927,4657.899,4665.75,3490
2026-02-02 17:00:00,4665.838,4682.647,4659.986,4672.252,3971
2026-02-02 17:05:00,4672.192,4714.017,4668.033,4712.516,4196
2026-02-02 17:10:00,4712.635,4714.137,4696.933,4707.613,3404
2026-02-02 17:15:00,4707.681,4713.577,4673.341,4678.006,3366
2026-02-02 17:20:00,4677.926,4683.428,4666.374,4672.54,3796
2026-02-02 17:25:00,4672.47,4676.95,4660.288,4667.517,3054
2026-02-02 17:30:00,4667.59,4688.119,4656.421,4674.302,4621
2026-02-02 17:35:00,4674.382,4678.953,4660.757,4667.439,3077
2026-02-02 17:40:00,4667.515,4677.583,4662.921,4674.733,2446
2026-02-02 17:45:00,4674.647,4680.357,4663.185,4680.29,3328
2026-02-02 17:50:00,4680.36,4686.831,4670.907,4673.838,3086
2026-02-02 17:55:00,4673.93,4688.846,4672.72,4674.072,3313
2026-02-02 18:00:00,4674.143,4674.314,4647.915,4652.144,4833
2026-02-02 18:05:00,4652.3,4664.357,4648.386,4661.871,3872
2026-02-02 18:10:00,4661.691,4671.697,4632.467,4635.921,4571
2026-02-02 18:15:00,4635.994,4639.507,4618.309,4624.371,5002
2026-02-02 18:20:00,4624.25,4646.958,4623.406,4640.286,5652
2026-02-02 18:25:00,4640.214,4643.5,4624.589,4632.423,5785
2026-02-02 18:30:00,4632.522,4658.644,4632.522,4657.647,4231
2026-02-02 18:35:00,4657.558,4674.179,4655.527,4662.212,2987
2026-02-02 18:40:00,4662.141,4671.461,4656.973,4657.133,2858
2026-02-02 18:45:00,4657.093,4670.92,4648.643,4667.25,2599
2026-02-02 18:50:00,4667.171,4671.906,4650.457,4651.215,2614
2026-02-02 18:55:00,4651.317,4660.91,4644.361,4657.84,2586
2026-02-02 19:00:00,4657.959,4657.959,4640.366,4646.15,3565
2026-02-02 19:05:00,4646.221,4655.753,4636.939,4643.292,2583
2026-02-02 19:10:00,4643.36,4662.229,4643.36,4647.182,2429
2026-02-02 19:15:00,4647.104,4651.975,4634.822,4635.611,2196
2026-02-02 19:20:00,4635.586,4651.643,4631.413,4651.042,1978
2026-02-02 19:25:00,4651.11,4654.554,4639.801,4643.476,2236
2026-02-02 19:30:00,4643.339,4657.253,4636.956,4650.466,2042
2026-02-02 19:35:00,4650.478,4665.131,4649.504,4660.627,1946
2026-02-02 19:40:00,4660.555,4699.782,4660.436,4694.635,3998
2026-02-02 19:45:00,4694.713,4709.998,4694.446,4705.797,3479
2026-02-02 19:50:00,4705.868,4712.862,4685.274,4690.978,3142
2026-02-02 19:55:00,4690.991,4692.441,4676.718,4685.485,3806
2026-02-02 20:00:00,4685.38,4693.567,4673.794,4674.808,3099
2026-02-02 20:05:00,4674.76,4697.125,4668.723,4694.384,2503
2026-02-02 20:10:00,4694.455,4700.636,4685.455,4692.564,3483
2026-02-02 20:15:00,4692.659,4692.659,4674.466,4676.151,3479
2026-02-02 20:20:00,4676.23,4679.189,4651.232,4656.837,4193
2026-02-02 20:25:00,4656.931,4673.58,4652.101,4670.547,2997
2026-02-02 20:30:00,4670.626,4672.913,4656.813,4666.365,2920
2026-02-02 20:35:00,4666.29,4676.779,4662.205,4669.963,3546
2026-02-02 20:40:00,4669.829,4692.705,4667.8,4680.531,2784
2026-02-02 20:45:00,4680.57,4680.846,4661.856,4666.791,3494
2026-02-02 20:50:00,4666.862,4676.473,4661.435,4663.571,3430
2026-02-02 20:55:00,4663.652,4682.378,4647.337,4652.409,6456
2026-02-02 21:00:00,4652.553,4666.246,4643.759,4655.995,3105
2026-02-02 21:05:00,4656.068,4664.702,4654.074,4663.414,1272
2026-02-02 21:10:00,4663.404,4676.848,4661.491,4675.097,1549
2026-02-02 21:15:00,4675.223,4680.459,4668.197,4669.834,1593
2026-02-02 21:20:00,4669.884,4674.254,4659.929,4673.542,1685
2026-02-02 21:25:00,4673.46,4687.352,4673.348,4681.12,2080
2026-02-02 21:30:00,4681.206,4686.29,4669.2,4669.439,1649
2026-02-02 21:35:00,4669.391,4681.311,4669.391,4679.994,1571
2026-02-02 21:40:00,4679.998,4681.795,4667.923,4669.361,2115
2026-02-02 21:45:00,4669.461,4672.777,4664.618,4665.095,1887
2026-02-02 21:50:00,4664.895,4668.7,4648.307,4664.942,2761
2026-02-02 21:55:00,4664.839,4664.86,4653.137,4658.154,1140
2026-02-02 23:00:00,4685.104,4713.694,4681.962,4701.337,1379
2026-02-02 23:05:00,4701.68,4723.368,4695.176,4716.533,2011
2026-02-02 23:10:00,4716.639,4722.2,4707.471,4718.527,1662
2026-02-02 23:15:00,4718.374,4741.958,4715.87,4741.958,1847
2026-02-02 23:20:00,4741.882,4759.943,4730.453,4759.124,2568
2026-02-02 23:25:00,4758.814,4763.456,4737.191,4738.094,2198
2026-02-02 23:30:00,4738.172,4740.498,4716.921,4737.594,2500
2026-02-02 23:35:00,4737.509,4750.488,4727.44,4749.639,2105
2026-02-02 23:40:00,4749.831,4749.831,4730.165,4731.69,1296
2026-02-02 23:45:00,4731.737,4755.711,4729.874,4755.198,1094
2026-02-02 23:50:00,4755.105,4770.544,4749.945,4763.317,1642
2026-02-02 23:55:00,4763.235,4775.102,4762.269,4774.148,1119
2026-02-03 00:00:00,4774.235,4796.594,4772.183,4794.602,3075
2026-02-03 00:05:00,4794.711,4795.567,4773.364,4777.278,2739
2026-02-03 00:10:00,4777.209,4787.235,4766.243,4787.138,2365
2026-02-03 00:15:00,4787.155,4810.862,4787.155,4810.467,3325
2026-02-03 00:20:00,4810.575,4821.424,4801.514,4815.373,2832
2026-02-03 00:25:00,4815.464,4829.28,4814.786,4819.798,2855
2026-02-03 00:30:00,4819.873,4830.268,4813.387,4825.719,3079
2026-02-03 00:35:00,4825.8,4831.097,4816.402,4821.271,2844
2026-02-03 00:40:00,4821.352,4827.44,4814.545,4821.274,2164
2026-02-03 00:45:00,4821.356,4827.635,4796.413,4802.562,3204
2026-02-03 00:50:00,4802.655,4811.785,4797.292,4799.966,2752
2026-02-03 00:55:00,4799.894,4799.894,4773.856,4780.29,3700
2026-02-03 01:00:00,4780.38,4817.303,4766.439,4812.248,7794
2026-02-03 01:05:00,4812.138,4812.138,4789.74,4808.819,6184
2026-02-03 01:10:00,4808.735,4830.842,4804.853,4829.62,5304
2026-02-03 01:15:00,4829.77,4848.666,4823.396,4840.424,5845
2026-02-03 01:20:00,4840.661,4853.757,4835.91,4843.908,4736
2026-02-03 01:25:00,4843.869,4856.689,4841.443,4853.464,4963
2026-02-03 01:30:00,4853.542,4856.919,4838.286,4850.847,5908
2026-02-03 01:35:00,4850.945,4852.529,4830.327,4837.13,4015
2026-02-03 01:40:00,4837.016,4848.917,4831.084,4845.706,3984
2026-02-03 01:45:00,4845.648,4850.67,4824.44,4825.684,4095
2026-02-03 01:50:00,4825.572,4833.581,4820.373,4827.806,4169
2026-02-03 01:55:00,4827.95,4847.612,4827.681,4841.551,2758
2026-02-03 02:00:00,4841.612,4842.094,4806.881,4813.15,4467
2026-02-03 02:05:00,4813.062,4823.147,4803.233,4812.142,5149
2026-02-03 02:10:00,4812.267,4812.96,4789.814,4801.028,5273
2026-02-03 02:15:00,4801.258,4801.914,4770.151,4781.348,4763
2026-02-03 02:20:00,4781.442,4796.029,4777.184,4791.64,4127
2026-02-03 02:25:00,4791.555,4791.754,4760.475,4772.836,4066
2026-02-03 02:30:00,4772.722,4777.935,4759.207,4774.078,7090
2026-02-03 02:35:00,4774.34,4787.472,4763.849,4779.518,4349
2026-02-03 02:40:00,4779.328,4782.077,4755.126,4755.126,4129
2026-02-03 02:45:00,4755.005,4761.318,4745.541,4761.318,5214
2026-02-03 02:50:00,4761.406,4775.869,4750.472,4770.559,3753
2026-02-03 02:55:00,4770.514,4784.515,4764.876,4783.1,3290
2026-02-03 03:00:00,4783.269,4793.339,4780.656,4788.958,5416
2026-02-03 03:05:00,4789.127,4794.33,4771.9,4776.502,3595
2026-02-03 03:10:00,4776.587,4776.901,4762.267,4768.388,3196
2026-02-03 03:15:00,4768.306,4773.847,4758.572,4769.949,3285
2026-02-03 03:20:00,4769.874,4780.437,4760.167,4765.386,3840
2026-02-03 03:25:00,4765.307,4773.848,4751.924,4773.483,2986
2026-02-03 03:30:00,4773.384,4788.697,4770.527,4782.416,3367
2026-02-03 03:35:00,4782.342,4805.424,4779.812,4804.648,2166
2026-02-03 03:40:00,4804.619,4812.006,4799.59,4805.158,2377
2026-02-03 03:45:00,4805.078,4806.287,4793.478,4795.36,3311
2026-02-03 03:50:00,4795.289,4800.494,4786.699,4798.895,2262
2026-02-03 03:55:00,4798.998,4813.398,4798.998,4809.039,2272
2026-02-03 04:00:00,4809.165,4820.165,4807.886,4816.796,2070
2026-02-03 04:05:00,4816.874,4824.918,4812.808,4815.579,2387
2026-02-03 04:10:00,4815.531,4823.817,4814.268,4815.298,1850
2026-02-03 04:15:00,4815.421,4818.612,4807.322,4814.464,2654
2026-02-03 04:20:00,4814.475,4819.143,4800.641,4804.125,2263
2026-02-03 04:25:00,4804.197,4811.497,4802.04,4806.314,2046
2026-02-03 04:30:00,4806.026,4816.087,4806.026,4813.849,2662
2026-02-03 04:35:00,4813.879,4825.477,4805.621,4822.404,1968
2026-02-03 04:40:00,4822.529,4822.967,4815.273,4820.219,1771
2026-02-03 04:45:00,4820.177,4824.951,4818.337,4821.495,1013
2026-02-03 04:50:00,4821.651,4822.81,4816.712,4821.143,1037
2026-02-03 04:55:00,4820.988,4821.212,4808.146,4809.128,1382
2026-02-03 05:00:00,4809.238,4821.395,4809.238,4817.477,1531
2026-02-03 05:05:00,4817.639,4821.085,4810.708,4819.504,1631
2026-02-03 05:10:00,4819.423,4821.165,4809.056,4813.016,1335
2026-02-03 05:15:00,4812.825,4824.927,4812.012,4821.264,985
2026-02-03 05:20:00,4821.204,4828.678,4820.203,4823.889,1210
2026-02-03 05:25:00,4823.789,4842.027,4821.969,4839.653,1593
2026-02-03 05:30:00,4839.561,4839.938,4821.621,4831.258,4413
2026-02-03 05:35:00,4831.201,4834.362,4818.266,4830.635,3249
2026-02-03 05:40:00,4830.484,4836.415,4816.916,4820.993,2626
2026-02-03 05:45:00,4820.755,4829.388,4813.64,4828.579,2527
2026-02-03 05:50:00,4828.68,4830.472,4822.386,4823.547,2335
2026-02-03 05:55:00,4823.599,4830.261,4820.087,4825.097,2246
2026-02-03 06:00:00,4825.18,4829.464,4816.589,4820.127,2516
2026-02-03 06:05:00,4820.049,4829.051,4817.619,4826.821,1948
2026-02-03 06:10:00,4826.925,4849.21,4824.9,4843.319,2762
2026-02-03 06:15:00,4843.244,4857.148,4841.816,4856.994,2875
2026-02-03 06:20:00,4857.181,4862.92,4847.508,4860.97,2996
2026-02-03 06:25:00,4860.831,4875.185,4859.624,4871.456,2902
2026-02-03 06:30:00,4871.525,4876.363,4868.462,4875.57,2825
2026-02-03 06:35:00,4875.641,4878.876,4869.619,4875.126,3096
2026-02-03 06:40:00,4875.094,4893.582,4872.87,4891.262,3678
2026-02-03 06:45:00,4891.34,4894.325,4873.67,4874.53,4414
2026-02-03 06:50:00,4874.607,4883.819,4864.713,4873.112,4810
2026-02-03 06:55:00,4873.046,4884.286,4872.932,4881.072,3065
2026-02-03 07:00:00,4881.148,4882.03,4871.842,4880.659,2560
2026-02-03 07:05:00,4880.733,4889.816,4880.384,4884.59,1731
2026-02-03 07:10:00,4884.579,4893.394,4882.546,4893.153,1770
2026-02-03 07:15:00,4893.227,4893.462,4879.714,4882.729,2097
2026-02-03 07:20:00,4882.8,4892.989,4881.54,4891.688,1728
2026-02-03 07:25:00,4891.729,4901.841,4889.815,4900.149,1972
2026-02-03 07:30:00,4900.115,4922.999,4898.513,4917.595,2487
2026-02-03 07:35:00,4917.779,4931.546,4916.767,4931.329,2065
2026-02-03 07:40:00,4931.21,4933.658,4920.442,4921.607,2267
2026-02-03 07:45:00,4921.474,4925.591,4913.183,4919.725,1312
2026-02-03 07:50:00,4919.68,4924.127,4912.827,4923.03,1892
2026-02-03 07:55:00,4923.105,4927.523,4913.755,4917.091,2175
2026-02-03 08:00:00,4917.165,4920.727,4905.652,4909.245,2831
2026-02-03 08:05:00,4909.171,4920.449,4898.547,4919.483,2249
2026-02-03 08:10:00,4919.562,4932.489,4913.183,4928.264,1829
2026-02-03 08:15:00,4928.226,4941.99,4927.555,4939.731,2398
2026-02-03 08:20:00,4939.662,4940.082,4930.206,4933.668,2318
